commune_id,epoca_di_fondazione,secolo_di_fondazione,anno_di_fondazione,etimologia_del_nome,storia
107,Moderna,XVI,1504.0,"Il nome è un composto di torre e di nocelle, derivato da turris Nocellarum. Secondo la tradizione, gli abitanti conservarono una grossa quantità di nocelle nella torre durante il periodo di guerra e proprio intorno a questa ""torre delle nocelle"" si stanziarono e si cibarono di questo frutto per lungo tempo.","Le origini del paese risalgono, secondo alcune testimonianze, all'epoca romana e preromana. Lo dimostrerebbero oggetti e ruderi rinvenuti nel territorio in località Viticeto, gli avanzi di un acquedotto romano lungo il fiume Calore e tre colonne di marmo cipollino provenienti da un tempio pagano, che si trovano oggi nella chiesa di San Ciriaco. Per avere un'idea di come dovevano presentarsi i dintorni di Torre Le Nocelle nel periodo romano, è possibile osservare la Tabula Peutingeriana, dove troviamo il vecchio tracciato dell'Appia e l'indicazione del ""Ponte Rotto"" sul Calore, di Aeclanum, di Romulea, di Aquilonia (Lacedonia), di Abellinum e del ponte sull'Ofanto. Altri documenti consentono di ricostruire, su basi più certe, la storia del paese a partire dall'età medievale. In quel periodo, infatti, il paese fu uno dei baluardi di difesa e di vedetta dei vicini feudi di Montefusco e Montemiletto e venne denominato, fin dal 1280, col nome di ""Turrecella"". Nei documenti posteriori, a partire dal 1412, il paese è citato come ""Torre di Montefuscolo"" perché era, appunto, uno dei castelli che circondava la baronia di Montefusco. Nel 1806, con l'estromissione dal regno di Napoli dei Borboni, Gioacchino Murat diede pratica attuazione alla legge napoleonica che aboliva la feudalità: allontanò i Caracciolo dal governo di Avellino ed espropriò tutti gli enti religiosi di ogni corpo feudale e bene. Nel nuovo quadro amministrativo, Avellino fu dichiarato capoluogo del Principato Ultra e, a seguito della nuova situazione, nel 1810, Torre Nocelle litigò col principe di Montemiletto per il possesso di Starse e del Bosco Faiano.Nel settembre del 1860 a Torre le Nocelle i reazionari filoborbonici scatenarono una violenta reazione che si tradusse in una strage di liberali filogaribaldini. Una rivolta del tutto analoga avvenne anche a Montemiletto mentre ad Ariano Irpino vennero presi di mira i garibaldini accorsi a formare il governo provvisorio della città e non i liberali del posto."
108,Medievale,,,"Il nome non è altro che l'accrescitivo di Torre. In passato era chiamato Torre di Aione, dal nome del fondatore, o Torre di Tufo per la vicinanza al piccolo centro abitato di ""Tufo"".","Torrioni nacque nel IX secolo d.C., quando il principe di Benevento Aione II fece costruire vicino Tufo (comune della provincia di Avellino), una grande torre fortificata, intorno alla quale, negli anni, nacque un piccolo insediamento, diventato successivamente il comune di Torrioni.La torre prese il nome dal principe che la fece costruire, chiamandosi ""Turris Aionis"", da cui poi è derivato il nome del paese formatosi intorno: Torrioni.Della torre originaria, ricostruita in epoca aragonese, sono ammirabili i resti nel sito archeologico Rovine di Turris Ayonis, presso cui si svolge annualmente una manifestazione commemorativa nota come Palio della Torre di Torrioni"
109,,,,". Il toponimo Trivicum è attestato fin dall'epoca romana, sebbene nel Medioevo venisse preferita la forma abbreviata Vicum. ... Una teoria alternativa vorrebbe che il nome Trevico derivi dal culto della Dea Trivia (altro nome di Diana) cui era dedicato, proprio su quel monte, un tempio.","Orazio, nel 37 a.C., afferma nella Quinta Satira del Primo Libro dei suoi Sermones di aver percorso la via Appia, sostando in una ""Villa vicina Trivici"", mentre era in viaggio verso Brindisi per una missione diplomatica in compagnia di Mecenate e Virgilio. Se l'origine del nome Trevico è dovuta alla fusione di tre villaggi, tres vici, è opportuno risalire ad un unico centro dalle caratteristiche ben definite.Benché attestato fin dall'epoca romana (Trivicum), il centro urbano di Trevico sorse nell'alto Medioevo. Quasi tutti i comuni della Baronia erano in origine casali di Trevico, che nel Medioevo era detta semplicemente Vicum. L'importanza di Trevico crebbe nel tempo. Sotto i Normanni divenne sede di diocesi e venne per la prima volta usato il termine ""Baronia"" nel 1122 per indicare i possedimenti di Riccardo filius Riccardi che divenne appunto barone di Trevico, Contra e Flumeri.Nell'Ottocento il comune fece parte del circondario di Castelbaronia ricadente nel distretto di Ariano nell'ambito del principato Ultra all'interno del regno delle Due Sicilie. In epoca postunitaria Trevico fu parte del mandamento di Castelbaronia nell'ambito del circondario di Ariano di Puglia all'interno della provincia di Avellino."
110,Medievale,IX,888.0,"La sua vicinanza con la zona vesuviana ne ha caratterizzato la natura del terreno, costituito in gran parte da rocce tufacee, dal quale ne deriva anche il nome: Tufo,","Il toponimo deriva dalla roccia vulcanica del tufo, presente diffusamente nel sottosuolo di tutta l'area del paese e grazie alla quale si sono avuti i primi insediamenti nella zona. Il comune si sviluppò intorno all'area del castello, che sorgeva in cima ad una roccia vulcanica. La sua posizione strategica fece sì che il comune assunse notevole importanza perché era possibile controllare il territorio sottostante dal Terminio al Sannio.Il territorio fu munito di robuste fortificazioni e nel 1266 ospitò una battaglia tra Svevi e Angioini. Fino al XV secolo il comune rimase sotto l'influenza sannita, tornando sotto la giurisdizione avellinese solo con la regina Giovanna II di Napoli. Tufo rimase coinvolto nelle vicende che interessarono l'intera Italia meridionale intorno al 1400, quando passò in mano agli Aragonesi, per essere poi ceduto al conte Piatti di Venezia nel XVIII.Nel 1866 Francesco Di Marzo scoprì l'esistenza di miniere di zolfo sul territorio comunale. La lavorazione dello zolfo caratterizzò l'economia tufese fino agli anni 60 quando si ebbe la crisi del settore. Nel 1972 le cave furono chiuse e negli anni 90 lo stabilimento cessò definitivamente l'attività."
111,Medievale,,,"Il nome del luogo, che corrisponde all'italiano ""vallata"", rispecchia la sua posizione geografica.","Alcune notizie di un insediamento denominato Vallata risalgono al Medioevo: sono stati ritrovati documenti in cui si fa riferimento a un tal ""Ruggero da Vallata"" nel 1111. Resti della cinta muraria testimoniano l'antica fondazione dell'insediamento. Alcuni reperti di recenti scavi, tuttavia, testimonierebbero la presenza di un insediamento già in età preistorica. Nell'Ottocento il comune fece parte del circondario di Castelbaronia ricadente nel distretto di Ariano nell'ambito del principato Ultra all'interno del regno delle Due Sicilie. In epoca postunitaria Vallata fu parte del mandamento di Castelbaronia nell'ambito del circondario di Ariano di Puglia all'interno della provincia di Avellino"
112,,,,Il nome è composto da valle e Saccardo. La parola Saccardo molto probabilmente si riferisce al nome della persona che l'ha fondata o che possedeva la zona su cui sorge il paese.,"Vallesaccarda vanta origini antiche, anche se non perfettamente individuate. Il primo abbozzo di aggregato urbano agricolo sarebbe di epoca paleocristiana.Al tempo dei Romani, non solo è certa l'assidua frequentazione dell'area, ma anche la presenza di insediamenti stabili, come confermano i reperti archeologici rinvenuti nelle località Mattine e Taverna delle Noci, in prossimità del borgo abitato.Una conferma scritturale dell'esistenza di edifici deriva dalle ""Satire"" del poeta latino Quinto Orazio Flacco (libro primo, 5, 79), il quale nella primavera dell'anno 37 A.C. raccontò della sua sosta, onde recuperare le forze perdute per il lungo viaggio, in una locanda, individuata quale ""Taverna delle noci"", presso Trivici, oggi nel territorio di Vallesaccarda (ma al tempo ""Tenimento"" del vasto agro di Trevico), mentre era in viaggio verso Brindisi per una missione diplomatica in compagnia di Mecenate e Virgilio.Lo scrittore latino ebbe a lamentarsi per due ragioni: per aver sofferto molto il fumo provocato da legna verde utilizzata per riscaldare i freddi locali, e per aver atteso invano ""sino a mezzanotte una bugiarda ragazza"", che rivide solo in sogno nel mezzo dei suoi ""pensieri amorosi"".Il giorno successivo, partì alla volta di Ascoli Satriano ( Puglia). Secondo la tradizione popolare, in zona vi era una cappella dedicata all'Immacolata Concezione.Le vicende medioevali, storiche, culturali ed amministrative, di Vallesaccarda furono quelle della Baronia di Vico, alle cui famiglie feudatarie appartenne.Intorno al XVI secolo, il borgo era chiamato Vade Saccarda, da Vadum"", un passaggio pericoloso appartenente alla famiglia Saccardo de Vico, ivi residente. Verso il XIX secolo, divenne Valle Saccarda.Vallesaccarda frazione di Trevico, ottenne l'autonomia politica ed amministrativa solo nel 1958."
113,,,,"L'origine storica del toponimo Venticano può essere fatta risalire a tempi remotissimi. Si racconta che un casale di ignota denominazione fu distrutto nel corso delle guerre sannitiche. A tali eventi bellici sarebbero sopravvissuti solo una ventina di anziani, dai quali la cittadina avrebbe tratto il nome. Scipione Bellabona parla, invece, di ""Castrum Venticani"". Il toponimo farebbe, secondo lui, riferimento a venti successi riportati dai Romani e da un mitico governo retto da venti saggi. Altri studiosi, infine, sostengono che il nome derivi da un governo arcaico retto e appartenuto a venti vecchi saggi.","Le origini di Venticano non sembrano ben definite nel tempo, ed a ciò contribuisce anche la difficoltà di individuare l'origine del nome del paese, ""castrum Venticani"", che stando a Scipione Bellabona indicava le venti vittorie conseguite dai Romani e, che secondo alcuni, sotto forma di ""Venticani"" sarebbe legata ad un possidente terriero, di cui non si conosce il nome.Nell'880 sembra che Venticano venga citato per la prima volta, in relazione alla cessione delle proprietà di certo Gualdrando a favore del Monastero Benedettino di Santa Sofia di Benevento.Nei documenti successivi Venticano venne designato non più castrum ma casale, come avvenne in un documento del IX secolo.A partire dal successivo XII secolo, Venticano dovrebbe aver fatto parte dei possedimenti dell'Abbazia di S. Sofia di Benevento.Nessun dubbio a riguardo, comunque, attiene al secolo successivo, visto che una bolla papale, a firma di Clemente VI e risalente al 1350, ne attesta l'appartenenza all'Abbazia suindicata.La fine del secolo XIV segnò l'abbandono dell'abitato, a causa delle lotte tra Angioini ed Aragonesi, come pure saccheggio e distruzione portarono le truppe del Lautrec nel 1528.In seguito, il feudo venne acquistato dai Caracciolo, per passare a far parte, poi, dei possedimenti del Monte della Misericordia di Napoli."
114,Moderna,XVIII,1787.0,"Etimologia (origine del nome)Il nome deriva probabilmente da villa nel senso di latifondo e magna, ossia grande. Con il tempo la parola magna si è trasformata in maina","Vi è chi riconduce direttamente la denominazione ""Villamania"" a ""Villa Mania"", attribuita dal Console Manio Curio Dentato all'abitato di Formulano. Altri, però, vi giungono indirettamente per deformazione fonetica: da ""Villa Magna"", cioè grande villa, si sarebbe passati a Villa Mania, a Villa Manya e, finalmente a Villamaina.Il borgo ha origini medioevali e sin dall'epoca normanna fu casale della Baronia di Frigento. Divenne poi feudo della famiglia Gesualdo e poi di quella Caracciolo, fino al 1806.A Villamaina nacque nel 1787 il grande naturalista e botanico Giovanni Gussone, a cui è dedicata una lapide ubicata sotto all'arco civico."
115,Moderna,XVI,1591.0,"In passato il paese era chiamato ""Polcarino"" o ""Pulcarino"", forse dal latino pulcher (bello). Dal Seicento è attestato nei documenti con il nome di ""Villanova"". Forse per l'accostamento delle parole villa, nel senso di paese e nova (da novus, ossia nuovo), con il senso di villaggio nuovo (fondato di recente). La specifica del Battista fa riferimento al santo patrono: San Giovanni Battista.","Secondo un documento del XIII secolo la prima denominazione attestabile del comune è Pulcarino (deformazione di bulgarinus, a sua volte derivante da Bulgari, termine indicante le popolazioni slave meridionali), con possibile riferimento ai proto-bulgari guidati dal condottiero avaro Alzeco nel VI secolo.Appartenuta nel Quattrocento alla Baronia di Vico, passò quindi al Ducato di Ariano. Abitata originariamente da Schiavoni, ancora nel 1591 manteneva la denominazione di Polcarino de' Schiavoni. È inoltre certo che ancora nel Cinquecento gran parte della popolazione parlasse unicamente la lingua slava, tanto che nel 1584 venne presentata un'istanza formale alla Diocesi di Ariano al fine di ottenere l'assegnazione di un arciprete madrelingua slavo.Il nome Villanova (città nuova), a cui verrà aggiunto del Battista in onore del santo patrono del paese, comparve solo nel Seicento. Il comune, più volte devastato dai terremoti nel corso della sua storia (1930, 1962, 1980), fa parte della Comunità montana dell'Ufita."
116,,,,"Il nome deriva dal latino vultur, ossia avvoltoio, a cui si aggiunge il suffisso -aria, (in genere collettivo), assumendo il significato di ""paese degli avvoltoi"". L'aggiunta Irpina è identificativa della zona.","Volturara Irpina, stando a quanto sostenne il famoso storico Di Meo, avrebbe un'origine comune ai vicini paesi di Montella, Serino, Bagnoli Irpino, che sarebbe rappresentata da Sabatia, antica città degli Hirpini situata sui monti sovrastanti, distrutta verso il 200 A.C. dai Romani dopo la seconda Guerra Punica. Il Senato ordinò la dispersione degli abitanti, i quali formarono dei piccoli aggregati disseminati nel territorio circostante, che crescendo nel tempo originarono paesi separati e distinti.La prima citazione del"
117,Medievale,XIII,1244.0,"Il toponimo, sebbene nella versione Zuncoli, appare per la prima volta nel 1164, in occasione della consacrazione della chiesa di San Cataldo. Incerta è l'origine del nome: lo si attribuisce a un normanno, Leander Juncolo o Curalo, che sfruttò la posizione strategica per costruire un castello detto “Castrum Caroli”. Altre varianti associano il toponimo al greco Tsungos, cognome che era attecchito anche in Lucania.","Sebbene le origini remote di Zungoli vengano ricondotte ai Bizantini (Tsungri = roccia), furono i Normanni a porre le basi dell'attuale borgo.Infatti, il capitano Leander Juncolo o Curolo fece erigere il castello, citato per la prima volta nell'XI secolo come ""Castrum Curoli"", Casale della Baronia di Vico.Tale fortificazione, che fungeva da presidio militare del territorio soggetto alle invasioni dei Greci, venne avvolta dal borgo di Zungoli, citato in documenti a partire dal 1400.Dal XIV secolo divenne feudo indipendente e appartenne a varie famiglie nobili del Regno di Napoli, tra le quali i potenti Loffredo, ultimi feudatari fino al 1806.Rilevante fu il ruolo svolto durante i moti insurrezionali del 1820-1821, tanto che il sindaco Salvatore Susanna, unitamente ad altri carbonari, venne destituito ed esiliato."
