commune_id,epoca_di_fondazione,secolo_di_fondazione,anno_di_fondazione,etimologia_del_nome,storia
145,Romana,IV,301.0,Secondo varie ipotesi il nome del comune potrebbe derivare dal fatto che in estate questa zona era un luogo di sosta per le pecore.,La nascita di stio è probabile sia opera di quei pastori greci che si allontanavano dalla costa e si diressero sui monti alla ricerca di nuovi pascoli.
146,Moderna,XIX,1861.0,Secondo alcuni deriva dal nome latino di persona ovvero Tegius ma molto probabilmente il nome deriva dalla città preromana di Tegia,"Lo storico teggianese Luca Mandelli, vissuto nel seicento, attribuisce la fondazione del paese ai coloni della città greca di Tegea."
147,Medievale,XIX,1861.0,Il suo nome secondi alcuni deriva dal cielo limpido che domina la zona,La storia della piccola comunità di Torchiara s'iscrive nella tipologia degli eventi coinvolgenti tutta la Baronia del Cilento con i frequenti passaggi di proprietà da un feudatario all'altro.
148,Medievale,X,915.0,"Il termine Torraca deriva presumibilmente da Torre de Jaco, un signore vissuto a Torraca nei secoli passati.","Ha le caratteristiche di un antico borgo medievale con la presenza di un castello baronale. La costruzione di diverse chiese fa eco a una notevole religiosità avuta durante i secoli passati, tra cui spicca la chiesa madre dedicata al Santo Patrono S.Pietro Apostolo e la chiesetta situata a pochi chilometri dal paese eretta in onore di Maria SS dei Cordici."
149,Medievale,XV,1479.0,"Il nome è composto da ""torre"", costruzione molto usata in epoca medioevale, e da ""orso"", animale molto presente in epoca romana. Nei documenti del Quattrocento il paese era identificato con il nome di Turris Pulsaria.","La storia di Torre Orsaia ha inizio intorno alla metà del secolo undicesimo, all'epoca del condottiero normanno Roberto il Guiscardo, quando le incursioni dei pirati, la malaria e la distruzione di Policastro operata dallo stesso Guiscardo (1065) spinsero le popolazioni costiere a spostarsi verso zone più interne del territorio."
150,Medievale,IX,801.0,"Il nome deriva dal latino turturellam, che è il diminutivo di turtur, -uris, ossia tortora, quindi Tortorella.","Dal 1811 al 1860 ha fatto parte del circondario di Vibonati, appartenente al Distretto di Sala del Regno delle Due Sicilie."
151,Romana,IV,,"La posizione geografica del luogo ci spiega l'origine del nome, infatti il comune si trova ""tra i monti"" Lattari.","Le origini della cittadina non sono certe. Secondo quanto afferma lo storico Camera ""l'istoria è muta intorno ai primi abitatori di Tramonti, anche se non senza fondamento si può attribuire l'origine di questo borgo agli espulsi e dispersi Picentini, i quali, rimasti combattuti e fugati dai romani, furono costretti a cercare ricovero nelle vicine borgate""; della stessa idea è anche lo storico Cerasuoli, il quale afferma che Tramonti abbia avuto origine dall'unione di Picentini, Etruschi ed altri popoli."
152,Medievale,VIII,800.0,"L'origine del nome Trentinara deriva probabilmente dalla paga di ""3 denari"" con la quale venivano retribuiti i soldati romani di guardia a un acquedotto situato sul Monte Vesole","Dal 1860 al 1927, durante il Regno d'Italia ha fatto parte del mandamento di Vibonati, appartenente al Circondario di Sala Consilina."
153,Medievale,X,,"Il nome fu creato dall'amministrazione locale e deriva da una grotta dedicata a San Michele Arcangelo, chiamata appunto ""dell'Angelo"". In passato il comune si chiamava Piaggine Sottane.","Le origini del borgo vengono fatte risalire al X secolo, con l'insediamento nell'area di alcuni monaci basiliani provenienti dalla Siria e dall'Epiro. Valle dell'Angelo appartenne poi al feudo di Laurino, finché, nel Seicento, passò alla potente famiglia Spinelli che lo conservò fino al 1806."
154,Medievale,IX,,Nel secolo XVIII il paese mutò il nome originario in Vallo di Novi e in seguito Vallo.,"L'antico nome di Vallo della Lucania era, secondo lo storico Giuseppe Maiese, Castrum Cornutum, dal luogo di origine dei suoi fondatori, che, provenienti da Cornutum, città della Dalmazia, vi giunsero non più tardi del secolo IX."
155,Medievale,X,,"Chiamato, in passato, Balba derivato dal prelatino balma, ossia grotta, forse per la sua posizione sotto il monte delle Rose.","Fu costruita nei pressi del luogo dove sorgeva una fiorente città, dello stesso nome, al tempo dell'impero romano. Gli abitanti della città romana, per le invasioni barbariche, abbandonarono le loro case e costruirono più in alto sul monte un nuovo borgo fondando così Valva Vecchia della quale restano ancora le rovine. In epoca più recente fu ricostruito nuovamente a valle il borgo; in epoca normanna era chiamato Balba ed era in possesso di signori locali."
156,Romana,IV,,"Probabilmente l'origine del toponimo di Vibonati è attribuita all'etimologia longobarda da cui la parola risulterebbe composta da ""Wib"" (villaggio) e ""ate"" (ruscello) ad indicare appunto un villaggio sorto presso un corso d'acqua.","Chiamato in passato li Bonati, Libonati o semplicemente Bonati, secondo storici locali, Vibonati sarebbe stata fondata da coloni romani e sia la Vibo ad Siccam di cui parla Cicerone. Altri studiosi ipotizzano una sua fondazione da parte di esuli fenici provenienti da Tiro, visto che una parte del paese è denominata Tirone."
157,Medievale,XV,,"Nell'851 gli abitanti dei dintorni tornarono a costruire sui resti della città antica e prese per questo il nome di Vetere che, in seguito a diverse storpiature, si trasformò in Vietri.","Vietri sul Mare storicamente è identificata con l'antica Marcina, prima insediamento costiero etrusco-sannita, poi porto romano. Un'origine precisa di Marcina non è ancora del tutto definita anche se l'ipotesi più diffusa indica in Marina di Vietri (l'attuale borgo marinaro del paese), per la precisione nella valle del fiume Bonea alle falde del Monte San Liberatore, la sua presunta collocazione."
