Nome Comune,Numero di abitanti,Sindaco,Nome degli abitanti,Frazioni,Codice Postale,Superficie,Numero di frazioni,Etimologia del nome,Storia,Patrono,Epoca di fondazione,Anno di fondazione,Secolo di fondazione,Numero di punti di interesse,Numero di aziende,Numero di scuole,Percorsi,Eventi,Immagine,Sitografia,Giorno festivo month,Giorno festivo day,GeolocalizzazioneLattitude,GeolocalizzazioneLongitude
Monteforte Cilento,528,Antonio Manzi,Montefortesi,,84060,22.17,0,"Il termine Monteforte deriva dal latino mons fortis, ed è legato alla posizione del paese","Nato come piccolo castrum in epoca romana, si sviluppò all'epoca delle invasioni barbariche grazie agli apporti migratori delle vicine località distrutte. Tuttavia esso non perse le caratteristiche militari di luogo abitato circondato da un recinto fortificato. L'abitato iniziò a spopolarsi già nel Medioevo inoltrato, quando il prevalere dell'importanza militare e civile delle zone costiere, comportò una diminuzione della popolazione di molti centri dell'interno costruiti intorno ai castelli. I materiali di risulta della Monteforte fortificata furono utilizzati per la costruzione di chiese ed altri edifici e verso la metà del Settecento il paese si abbellì di alcuni palazzi (Gorga, Fonte, Baronale). Nel 1828 la banda Capozzoli, operante nella zona, fu tra le protagoniste dei moti del Cilento.",San Donato,Medievale,,,,6.0,10.0,,"festa della salsiccia,festa di San Donato",http://spod.databenc.it/ethersheet/images/b8714a24-1c23-4918-a420-030a2f1ceac7/b65dc503-0ed8-4062-b3f1-a04f395881c1.jpg,wikipedia,Agosto,7,40.36394300417296,15.194443842502817
Montesano sulla Marcellana,6653,Giuseppe Rinaldi,Montesanesi,"Renabianca, Cessuta, Magorno, Montesano Scalo, Prato Comune, Tardiano renabianca",84033,110.22,6,,"Nel 1086 a Montesano esistevano già il castello ed il monastero di Cadossa, in tale data Cadossa fu donata dal conte Ugo D'Avena all'abate benedettino di Cava de' Tirreni; perciò comunemente si fa risalire la fondazione di Montesano all'anno Mille.",San Nicola,Medievale,,XI,16.0,5.0,13.0,"1mountain bike,1 trekking","Domenica successiva al 19 aprile: S. Espedito Martire (nella frazione di Magorno);30 aprile: Fiera in onore di San Vincenzo e San Giuseppe dalle 7:30 alle 14:00 (loc: Tempa la Mandra, Filaro);1º maggio: Festa di San Vincenzo e San Giuseppe;z6 dicembre: Festa di San Nicola, Patrono;13 dicembre: Festa di Santa Lucia (Arenabianca).",,"wikipedia,tuttitalia,wikiloc",Dicembre,6,40.27484893798828,15.702534199372167
Morigerati,611,Vincenzina Prota,Morigeratesi,Sicilì,84030,21.19,1,"Il nome Morigerati deriverebbe o dalla parola greca muriké (ginestra) o da murgia, toponimo indicante un'altura o una sporgenza.","Secondo la leggenda, Morigerati fu fondata dal popolo italico dei Morgeti; l'abitato sarebbe situato nello stesso luogo in cui si trovava il villaggio fortificato dai Morgeti. In seguito fu colonizzato dai Romani, come testimoniano i ruderi che si trovano in località Rumanuru",San Demetrio di Tessalonica,Antica,,III,4.0,9.0,9.0,"21 percorsi trekking,1 percorso ciclabile","Festa San Demetrio, musica nei borghi",http://spod.databenc.it/ethersheet/images/b8714a24-1c23-4918-a420-030a2f1ceac7/cdbba2e3-af93-4f9c-b994-2e419f5c32b7.jpg,wikipedia,Agosto,26,40.13940811157227,15.554876446876733
Nocera Inferiore,45952,Manilo Torquato,Nocerini,"Caiano, Cicalesi, Mannara, Montalbino, Montevescovado, Piedimonte, San Mauro, Zeccagnuo",84014,20.95,8,"Il nome odierno, Nocera Inferiore, deriva dall'italianizzazione del toponimo Nuceria (anche se la /u/ è rimasta nell'accezione popolare e dialettale) e dalla posizione geografica della città che, nel 1806, nacque dalla frantumazione di Nocera dei Pagani, sancendo la nascita di cinque comuni, tra cui le due Nocera, differenziate a seconda dell'altezza sul livello del mare.","La sua storia, fino al 1851, è comune con la confinante Nocera Superiore: le due città hanno infatti una comune origine ed hanno sempre fatto parte di un'unica comunità. Antichissima città di origine etrusca, al suo nome è legato un alfabeto e batté moneta durante la fase sannitica. Cicerone la definì una delle città principali della Campania[5]. È sede di una diocesi dal III secolo. È stata teatro di due storiche battaglie, la battaglia dei Monti Lattari e la Battaglia di Nocera. Nel 1806 lo scioglimento di Nocera dei Pagani diede origine a cinque comuni: Nocera San Matteo, Nocera Corpo, Pagani, Sant'Egidio del Monte Albino e Corbara.",San Prisco,Moderna,1851.0,XIX,74.0,11.0,16.0,18 mountain bike 4 trekking,"Jazz in parco,Festa San Prisco",http://spod.databenc.it/ethersheet/images/b8714a24-1c23-4918-a420-030a2f1ceac7/eb73be82-2b85-477e-a25c-407e021085b7.jpg,"wikipedia,tuttosull'italia,google maps,wikloc",Maggio,9,40.74614524841309,14.635658741608495
Nocera Superiore,24260,Giovanni Maria Cuofano,Nocerini,"Camerelle, Casa Milite, Citola, Croce Malloni, Iroma, Materdomini, Pareti, Pecorari, Pizzone, Porta Romana, Pucciano, San Clemente, San Pietro, Starza, Taverne, Uscioli, Grotti",84015,14.66,17,"Il nome odierno, Nocera superiore, deriva dall'italianizzazione del toponimo Nuceria (anche se la /u/ è rimasta nell'accezione popolare e dialettale) e dalla posizione geografica della città che, nel 1806, nacque dalla frantumazione di Nocera dei Pagani, sancendo la nascita di cinque comuni, tra cui le due Nocera, differenziate a seconda dell'altezza sul livello del mare.","La sua storia, fino al 1851, è comune con la confinante Nocera Inferiore: le due città hanno infatti una comune origine ed hanno sempre fatto parte di un'unica comunità. Antichissima città di origine etrusca, al suo nome è legato un alfabeto e batté moneta durante la fase sannitica. Cicerone la definì una delle città principali della Campania[5]. È sede di una diocesi dal III secolo. È stata teatro di due storiche battaglie, la battaglia dei Monti Lattari e la Battaglia di Nocera. Nel 1806 lo scioglimento di Nocera dei Pagani diede origine a cinque comuni: Nocera San Matteo, Nocera Corpo, Pagani, Sant'Egidio del Monte Albino e Corbara.",San Ciro,Moderna,1851.0,XIX,8.0,4.0,7.0,,"Solenni festeggiamenti in onore del Patrono della città, San Ciro (31 gennaio - Pareti)    Festa de "" 'a Trasuta e San Ciro "" e Concorso Nazionale della "" Salata di San Ciro "", in giugno (Pareti)    Concorso internazionale dei Madonnari e festa di San Pasquale Baylon e Maria Santissima di Costantinopoli, in maggio. Frazione di Pecorari. Venerdì Santo, Via Crucis al borgo montano di Casa Milite, venerdì precedente la Domenica delle Palme, Processione dei Misteri per le strade delle località di Pucciano, Pareti e San Clemente, Venerdì Santo    Presepe vivente nel borgo di Uscioli, periodo natalizio, Christmas Village, mercatino natalizio in via Pecorari, 13 e 14 dicembre, Sagra di Sant'Antonio a Camerelle, in giugno, festa del Majo, località Materdomini",http://spod.databenc.it/ethersheet/images/b8714a24-1c23-4918-a420-030a2f1ceac7/79340410-ebec-4601-8ddd-bbf2c47a17c2.jpg,"wikipedia,google maps",Gennaio,31,40.74254035949707,14.665699482575292
Novi Velia,2325,Adriano De Vita,Novesi,,84060,34.71,0,"Novi(nel medioevo Noves o Nobes e Noe), ossia ""nuovo"", con il significato di nuovo insediamento ,forse in riferimento al fatto che la città fu distrutta dai Vandali e fu poi ricostruita più internamente, forse con il nome di Velia.",Novi Velia si formò in epoca bizantina sui resti di un'antica fortezza enotria che era stata rafforzata dai greci di Velia per il controllo della chora velina. I vicini toponimi Salella e Salento inducono a pensare alla presenza di un signore feudale longobardo padrone dei luoghi,San Nicola,Medievale,,,4.0,,4.0,Monte Gebilson,Festa del Santo Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/87dd1d4c-69e1-409f-bb12-ec83f8270e37.jpg,wikipedia,Dicembre,6,40.22360801696777,15.278755724430084
Ogliastro Cilento,2261,Michele Apolito,Ogliastresi,"Eredita, Finocchito",84061,13.24,2,"Aystron e Ollymi o Oleastrum ovvero ""città"" unito al verbo ""ollymi"", cioè ""distruggere"": Ogliastro sarebbe in tal caso stata edificata in seguito alla devastazione della vicina Agropoli)","Le prime attestazioni storiche si hanno nell'anno 1059,nonostante il luogo parrebbe abitato da epoca più remota. Ogliastro era pertinenza di Agropoli, feudo del Vescovo di Paestum sino al 1556,anno in cui iniziarono i passaggi di proprietà del feudo.",Madre del Buon Consiglio,Medievale,1059.0,XI,2.0,,0.0,0,Festa del Santo Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/c4112fc1-ad44-4ac3-b77e-f88f1b372400.jpg,wikipedia,Aprile,26,40.35325527191163,15.040987282991411
Olevano sul Tusciano,6680,Michele Volzone,Olevanesi,"Ariano (sede comunale), Monticelli, Salitto",84062,26.72,3,"L'origine del nome è incerta ,secondo alcuni termini Olevano deriva dal latino olibanus, con il significato riferito agli oliveti presenti in zona. Secondo altri deriva dal nome latino di persona Olivius. La specifica ""sul Tasciano"" è legata al fatto che la zona sorge sulla valle dell'omonimo fiume.","Gli ultimi ritrovamenti archeologici, gli oggetti raccolti in posti e la paziente ricostruzione storica effettuata da ricercatori e studiosi oggi ci consentono di affermare che i primi insediamenti umani ci furono nell'epoca preistorica. Mentre si fa più evidente l'influenza della colonizzazione etrusca, poi integrata dai contatti commerciali con le vicine comunità greche dell'antica Posidonia.",San Michele Arcangelo,Antica,,,23.0,,10.0,Grotta di San Michele Arcangelo,Festa del Santo Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/98760f00-3b08-4470-8b8b-47134568ddc2.jpg,wikipedia,Maggio,8,40.63911437988281,14.984257221221924
Oliveto Citra,3692,Carmine Pignata,Olivetani,"Casale, Dogana, Ponte Olivetano, Serroni",84020,31.62,4,"Il termine Oliveto deriva dal latino olivetum (cioè uliveto), mentre il termine ""Citra"" si riferisce all'antico principato che si trovava al di qua dei Monti Picentini, separato dal Principato Ultra","Tracce dei primi insediamenti appartengono alla cultura di Oliveto-Cairano, come si evince dalle numerose tombe rinvenute nelle località Turni ,Aia, Sophia, nei pressi di Oliveto Citra. Si tratta generalmente di necropoli datate fra il VIII e il IV secolo a.C",San Macario Abate,Medievale,1114.0,XII,7.0,,3.0,0,Festa del Santo Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/adcd5efc-9d50-43e1-8b2d-997759056a07.jpg,wikipedia,Maggio,24,40.69104194641113,15.230690538883211
Omignano,1650,Raffaele Mondelli,Omignanesi,"Cerreta, Pirolepre, Pagliarole, Omignano scalo",84060,10.1,4,"Proviene dal nome  latino Ominius o dall'Etrusco Umenia, a cui è stato aggiunto, nel tempo, il suffisso - anus che indica la proprietà","Dal 1811 al 1860 ha fatto parte del circondario di Pollica, appartenente al Distretto di Vallo del Regno delle Due Sicilie. Dal 1860 al 1927, durante il Regno d'Italia ha fatto parte del mandamento di Pollica, appartenente al Circondario di Vallo della Lucania.","Madonna del Rosario, San Nicola di Bari",,,,,,2.0,0,Festa dei Santi Patroni,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/46fd056c-16ff-445f-b5cf-e4d83edd5e2e.jpg,wikipedia,,,40.24884223937988,15.083748400211334
Orria,1010,Mauro Inverso,Orriesi,"Casino Lebano, Piano Vetrale",84060,26.55,2,"Orria, un viaggio sulle colline dipinte. Il toponimo pare derivi da ""horrea"", granai, in riferimento alla funzione di colonia agricola rivestita dal territorio in un lontano passato","Dal 1811 al 1860 ha fatto parte del circondario di Gioi, appartenente al distretto di Vallo del regno delle Due Sicilie. Dal 1860 al 1927,durante il regno d'Italia ha fatto parte del mandamento di Gioi, appartenente al circondario di Vallo della Lucania",San Felice di Nola,,,,,,0.0,"Sentiero della Croce, Orria Stio",Festa del Santo Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/1eb469e3-02c5-4b48-a1e3-7907dbdeb08b.jpg,wikipedia,,,40.30016899108887,15.172325670719147
Ottati,648,Elio Guadagno,Ottatesi,"Bivio san Vito, Chiaie",84020,53.61,2,"Ottati dal nome ""optatus"", cioè i pastori optarono per un luogo adatto, idoneo alla pastorizia","Dal 1811 al 1860  ha fatto parte del circondario di sant'Angelo a Fasanella, appartenente al Distretto di Campagna del regno delle Due siciliane. Dal 1860 al 1927,durante il regno d'Italia ha fatto parte del mandamento di sant'Angelo a Fasanella, appartenente al Circondario di Campagna.",San Biagio,Medievale,1100.0,XI,13.0,,1.0,"Rifugio Panormo, Cannalonga",Festa del Santo Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/ebcfe05f-4240-411a-bdd7-c4dc7bde7c61.jpg,wikipedia,Febbraio,3,40.46273231506348,15.316692888736725
Padula,5255,Paolo Imparato,Padulesi,"Ascolese, Caizzano, Cardogna, Contrada Principe, Volta Cammino, Sterpone",84034,67.12,6,"Il nome di Padula deriva dal latino paludem, accusativo di palus, paludis, cioè palude, mediante la trasposizione delle lettere d e l che si osserva anche nell'italiano padule, maschile (variante toscana di palude): infatti in passato nella pianura sottostante si estendeva una palude","In località Civita diversi ritrovamenti fanno stimare che i primi insediamenti umani vi si siano stabiliti intorno al XII secolo a.C. : è quindi da datare in questo periodo la fondazione della città di Cosilinum, l'antica Padula, molto probabilmente fondata dagli Enotri. È solo nel VI secolo a.C. che si iniziò a popolare la zona dove sorge l'attuale Padula: in località Valle Pupina sono stati ritrovati bellissimi corredi tombali, formati da vasellame in bronzo e ceramiche di chiaro stampo greco, attualmente esposti nel museo archeologico, presso la Certosa di Padula. Occupata dai Lucani prima, dai Romani poi, la città non ebbe vita facile: schieratasi con Pirro e con Annibale, dovette subire le ripercussioni derivanti da queste infelici scelte. Riuscì a risollevarsi grazie all'impulso ricevuto dalla costruzione della Regio-Capuam (la via Popilia-Annia, che insieme alla via Appia e alla via Traiana, fungeva da rete stradale per tutto il Sud Italia) che la collegava alle più centrali Paestum e Velia, tanto che nell'89 a.C. diventa Municipio Romano.",San Michele Arcangelo,Medievale,,XII,27.0,,,Rifugio della fiumata,Festa del Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/22df59bf-65dc-455e-b972-134e796c4fb9.jpg,wikpedia,Settembre,29,40.337419509887695,15.65263420343399
Pagani,35312,Raffaele Maria De Prisco,Paganesi,,84016,11.98,0,"Sul toponimo di Pagani sono state avanzate diverse ipotesi. Quella più probabile fa derivare il toponimo della famiglia Pagano, divenuta nobile in età normanna o ritenuta di origine franco-normanna(nel ramo familiare, secondo diversi araldisti ed eruditi, ci sarebbe Ugo dei Pagani, fondatore dei Templari, tesi messa in dubbio dai medievisti della storiografia ufficiale). Tale famiglia già nel XIV secolo si stabilì' in questa contrada divenendo potente ed autoritaria, ricca di concessioni terriere ed assumendo numerosissimi posti nel comando. Altre sono state le ipotesi avanzate riguardo al nome Pagani: E' assai probabile  che il nome Pagani sia legato all'esistenza di un pagus (circoscrizione territoriale rurale accentrata su luoghi di culto). Nell'antica Roma, chi abitava fuori della cerchia della circoscrizione urbana veniva detto anche pagano, perchè abitava in un pagus. C'è chi lo vuole derivato dalla presenza dei Saraceni nella zona, ed i Saraceni , come si sa , furono infedeli e quindi pagani. C'è chi ritiene che Pagani prenda il nome dal termine greco pagos; e pagos erano i leukos-locus. Questi luoghi sacri erano i Pagi e i loro abitanti i Pagani. Si ritiene che, stando all'araldica della nobile famiglia Pagano, tale famiglia abbia mutato dal luogo di Pagani il loro nome.","Il primo insediamento, che darà poi luogo all´attuale città , sembra risalire almeno al primo millennio avanti Cristo, quando un popolo greco-africano, i Taurani, fondò un nucleo abitativo chiamato Taurania. L´importanza strategica di questa città è attestata dall´autorevole storico romano Tito Livio. Altra prova della presenza dei Taurani è data dai toponimi Lamione e via Lamia, chiaro riferimento al culto della dea Lamia , da loro venerata e alla quale elevarono anche un tempio. Nella guerra contro i Sanniti , Taurania capitolò sotto gli assalti di Lucio Cornelio Silla e passò sotto la dominazione di Roma. Poco tempo dopo furono gli stessi romani che presso le sue rovine fondarono una nuova colonia, Barbatianus, dal nome del preconsole Cornelio Scipione Barbato e di cui oggi resta il toponimo via Barbazzano. Accedere ai servizi che seguirono, quali l´eruzione del Vesuvio nel 79 dopo Cristo e lo straripamento del fiume Sarno, causarono forti disagi alla popolazione, tanto che molti si trasferirono nel piano di San Felice, denominato Curtis in plano (oggi Cortinpiano), già noto nel 65 dopo Cristo perché vi trovarono il martirio i santi Felice e Costanza, le cui spoglie oggi riposano nella chiesa del Santissimo Corpo di Cristo. I Longobardi nel V secolo fortificarono tale luogo con un castello. Dell´età romana sono ancora evidenti un resto di colonna e parte di una statua raffigurante forse un togato. In seguito Pagani conobbe le dominazioni normanna,angioina e spagnola. Sul toponimo Pagani sono state avanzate diverse ipotesi. Per alcuni studiosi deriverebbe dal latino pagus (villaggio) , per la presenza di numerosi villaggi; Secondo altri , poiché in questo territorio si stabilirono gruppi di saraceni provenienti da Amalfi , dall´aggettivo pagano in opposizione a cristiano. L´ipotesi più attendibile sembra essere quella che fa derivare Pagani dalla famiglia Pagano , di origine francese , venuta qui ai tempi dei primi Templari (987) e legata ai sovrani angioni ed aragonesi. Col tempo , infatti , il toponimo Curtis in plano fu sostituito da Li Pagani e ciò è attestato con maggiore continuità solo nel 400 , quando ci fu la necessità di raccogliere i numerosi borghi presenti nelle due università chiamate ""Urbs Nuceriae"": Nuceria Soprana e Nuceria Sottana. Pagani fece parte di Nuceria Sottana e più tardi fu chiamata Locus Paganorum o semplicemente dé Pagani.",Sant'Alfonso Maria de' Liguori,Medievale,,XIV,37.0,,,0,Festa Patronale,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/2f60d261-db51-47e8-bc33-9971658a0db4.jpg,Wikipedia,Agosto,1,40.746488571167,14.613396227359774
Palomonte,3854,Mariano Casciano,Palomontesi,"Bivio, Perrazze ,Valle",84020,28.3,3,"Secondo alcuni il nome deriva dal latino Pala (monte), da una base prelatina pal. Secondo altri il nome potrebbe derivare dal latino palus, ossia palo o palude, in riferimento o alla sua posizione geografica ""in cima ad un monte come un palo"" o alle caratteristiche del terreno.","L'origine antichissima di nuclei abitativi nel territorio di Palomonte fa di questo comune serbatoio di importanti elementi culturali. Il periodo preistorico ha visto in località Sperlonga l'esistenza di un insediamento umano, i cui culti religiosi sono ravvisabili nei graffiti e vasche rimaste nelle grotte abitate, la stessa zona, nei millenni successivi, ha visto l'influenza della cultura bizantina, con i monaci basiliani che lì hanno fondato il santuario dedicato all'Assunta. Il comune vive le sorti degli altri centri meridionali e diventa meta di conquiste di popoli stranieri (longobardi, svevi, angioini, spagnoli) che apportano alla cultura palomontese importanti tratti (l'influenza spagnola è ravvisabile nella ""Descrittione di Palo"" del monaco Frà Giovan Battista da Palo).Durante il Regno di Napoli e il Regno delle Due Sicilie,denominato Palo[4], fu un casale amministrato dal comune di Contursi ed appartenente al Distretto di Campagna. Con l'annessione della provincia di Principato Citra al Regno di Sardegna, il nome venne mutato a seguito del Regio Decreto n. 935 del 1862, in Palomonte.",San Biagio,Moderna,1861.0,XIX,9.0,,,Valle del tanagro,Festa del Patrono,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/ce34129a-9ca2-48ae-9d81-6432c424f523.jpg,Wikipedia,Febbraio,3,40.662975311279304,15.291321873664856
Pellezzano,11116,Francesco Morra,Pellezzanesi,"Capazano , Capriglia, Cologna, Coperchia",84080,14.04,4,"Pellezzano deriva da ""fundus Pellitianus"" di proprietà del patrizio romano Pellitius o Pelitius con l'aggiunta del suffisso ""anus"" che indica appartenenza.","Il nucleo originale di Pellezzano andò formandosi intorno al luogo più antico del paese: la Rocca del Casale, che parrebbe citato nelle pergamene raccolte dai codici salernitani e cavensi negli anni 944, 1006 e 1030, essendo il suo toponimo di Casale Pellezzano in stretta relazione con Locum Pellezanu, o, viceversa, i superstiti del Locum, situato anche altrove, fondarono poi questo Casale, sebbene il primo insediamento accertato appare fra Capriglia e Pellezzano, a Rocca, dove compare la chiesetta più antica, parte integrante del luogo, chiamata Chiesa dello Spirito Santo, come la definivano i padri dell'Ordine Agostiniano di Colloreto, prima della soppressione pontificia del 6 maggio 1653. Sulla Rocca nel Casale la Chiesa continuò ad esistere e a rappresentare il capoluogo di Pellezzano fino alla soppressione.Nel 1755 Pellezzano era ancora unito al territorio della città di Salerno, come si evince dal Catasto Onciario dell'epoca in cui si evidenziano i luoghi antichi che porteranno alla federazione delle frazioni di Pellezzano, Coperchia, S. Nicola a Cologna e Capriglia, che formeranno un comune autonomo federandosi fra loro, dicendo di costituire la sede municipale in Pellezzano. Dal territorio del nuovo comune saranno escluse molte località di confine, che erano parte integrante dell'area di Pellezzano, che continueranno ad appartenere a Salerno ma che all'epoca rientravano nella zona. Nel 1755 facevano parte di Pellezzano: Pellezzano, Coperchia, Capriglia, San Nicola a Cologna, Capezzano, Sordina, Casalbarone, Coraggiano, Ruggiano, La Rocca di Santo Spirito, Casa Sessa e Pastore, Capitinola, Licinella. Un quarto degli abitanti di Salerno si staccherà quindi dalla città per dare vita al nuovo comune.","San Clemente I papa, Sant'Anna",Moderna,1819.0,XIX,,,,Parco fluviale dell'irno,Festa Patronale,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/94bde054-e421-429d-827d-fbd70f6a536d.jpg,Wikipedia,Novembre,23,40.72477340698242,14.745782017707825
Perdifumo,1772,Vincenzo Paolillo,Perdifumesi,"Camella, Mercato Cilento, Vatoll",84060,74.42,4,"Fa parte del Parco del Cilento e Vallo di Diano. Il nome ha una provenienza difficile da interpretare. Potrebbe derivare dal latino medioevale pes de flumine, ossia ""piede di fiume"", che sarebbe riferito alla ricostruzione del paese più a valle.","Il primo nucleo del centro abitato di Perdifumo nacque nel corso dell'XI secolo con l'assorbimento degli abitanti del vicino villaggio di Sant'Arcangelo. Prime notizie su Perdifumo si hanno nel 1083, quando la popolazione, dapprima aggruppatasi sotto l'ala protettrice del monastero di Sant'Arcangelo, per le migliorate condizioni economiche e sociali aveva ritenuto di potersi trasferire nell'abitato sorto via via in una località più adatta all'agricoltura. La sua ubicazione nei pressi di un torrente, ha favorito in epoca medievale il nome di ""pes-de-flumine”, donde il dialettale ""per(e)-de-fiume"". Che il villaggio più antico di Sant'Arcangelo fosse sorto intorno al cenobio italo-greco ne è notizia, oltre che nella tradizione, dai nomi degli abitanti longobardi e bizantini e dai toponimi, come si evince dall'evoluzione semantica.Nel 1073 Sant'Arcangelo con i suoi possedimenti passò alle dipendenze della Badia di Cava e nel 1077, l'anno in cui i Normanni conquistarono il Principato di Salerno, il centro di Perdifumo doveva già essere costituito, giacché da una verifica effettuata sei anni dopo, nel 1083, per accertare il numero dei vassalli dipendenti dai singoli monasteri cilentani, risultarono di pertinenza di Sant'Arcangelo una cinquantina di nuclei familiari che senz'altro dovevano risiedere in quel tempo a Perdifumo. Nello stesso periodo Perdifumo, come tutti i possedimenti di Sant'Arcangelo, fu compreso nel territorio concesso alla famiglia Sanseverino.In seguito agli avvenimenti della guerra del Vespro (1282-1302) Perdifumo fu completamente distrutto. Ricostruito, rimase ancora in possesso della stessa Badia fino al 1412, quando tutti i suoi feudi cilentani per volontà del papa Gregorio XII passarono in mano al re Ladislao di Durazzo.Nel 1436 Perdifumo fu concesso da Alfonso d'Aragona ai Sanseverino in assoluto dominio, conservandovi la Badia la sola giurisdizione spirituale.Nel 1500, trovandosi i Sanseverino privati di tutti i loro feudi a seguito della Congiura dei Baroni (1485-87), il re Federico d'Aragona concesse Perdifumo in feudo al cavaliere Giacomo Guindacio, nobile napoletano, che ne conservò poi il dominio come suffeudatario dei Sanseverino quando questi recuperarono nuovamente i loro feudi nel 1507. Di ciò sono testimonianza, sulla monumentale fontana del paese (costruita nel 1500), le due epigrafi che ricordano i due tempi dell'acquisto del dominio di Perdifumo da parte del Guindacio.Una figlia del Guindacio, Porzia, portò in dote il feudo ai Caracciolo (1520), dai quali passò a Violante Brancaccio (1561) e poi a Paolo del Baglivo (1568). Ritornò subito dopo alla stessa Brancaccio, che lo rivendé a Federico Capece Tomacelli (1593), dal quale passò a Lucrezia Sersale (1609), che per matrimonio riportò il feudo ai Caracciolo (1609). Costoro, ottenuto su Perdifumo il titolo di Duchi, lo rivendettero ai Filomarino (1624)[3], che prima del 1636 lo trasmisero nella loro famiglia al ramo dei Principi di Roccadaspide, che lo mantennero fino all'abolizione della feudalità nel 1806 da parte dei francesi.Dal 1811 al 1860 ha fatto parte del circondario di Castellabate, appartenente al Distretto di Vallo del Regno delle Due Sicilie.Dal 1860 al 1927, durante il Regno d'Italia ha fatto parte del mandamento di Castellabate, appartenente al Circondario di Vallo della Lucania.","Madonna del Rosario, San Giacomo",Medievale,1083.0,XI,17.0,,,"parco nazionale del Cilento, Vallo di Diano e Alburni.",Festa Patronale,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/8ca4ce1f-6ba1-4531-98cf-62108b65a590.jpg,Wikipedia,,,40.268669128417976,15.017763376235962
Perito,870,Carlo Cirillo,Peritesi,"Ostigliano, Isca Abbate",84060,24.0,2,,"Sebbene non si conosca la data esatta di fondazione del paese, Emilio Gatto, nella sua Storia di Perito[4], ipotizzò che i primi abitanti del luogo si fossero spostati dalla vicina Elea quando questa tramontò nel medioevo. Essi probabilmente cercarono rifugio dai barbari sulle colline vicine, la cui posizione era strategica per la difesa. Da alcune notizie riportate dallo storico cilentano Pietro Ebner, riferite da alcuni documenti del Codex diplomaticus Cavensis, si può dedurre l'esistenza di Perito già in un periodo compreso tra il X secolo e il 1137.La tradizione afferma che prima dell’attuale borgo di Perito sia esistito “Perito sottano” (Perito di sotto), un piccolo borgo abitato, poi distrutto dal generale Formica, in cui oggi si trova la chiesa di santa Caterina. Gatto ipotizza che questo borgo, ammessa la sua esistenza, possa essere stato distrutto o dai Saraceni, o dagli Almogaveri catalani durante la Guerra dei Vespri, cioè in un periodo collocabile, rispettivamente, nei secoli XI o XIV. Il gran numero di soldati che risaliva la collina doveva dare l’impressione, agli abitanti del borgo, di un brulicare di formiche; da qui deriverebbe il nome del leggendario condottiero che distrusse Perito sottano.Il borgo rivestì importanza per tutto il Medioevo come cittadella fortificata a controllo delle valli sottostanti. La chiesa di San Nicola (XVI secolo) vanta un monumentale campanile edificato dal recupero di un'antica torre di epoca angioina.[5]Il casale di Perito fece parte prima della Baronia di Novi e poi della Baronia di Gioi, passando nei secoli nelle mani di diversi padroni, che non erano né nativi del luogo né vi abitavano. Nel 1806, con Giuseppe Bonaparte nuovo re del regno di Napoli, quando il regime feudale fu abolito dalla legge di eversione, insieme con il casale di Ostigliano, Perito divenne frazione del comune di Orria, perdendo la propria autonomia come università.Diversi abitanti di Perito presero parte ai moti del Cilento del 1828 e qui furono arrestati i fratelli Capozzoli. Perito acquistò lo status di comune autonomo solo il 1º marzo 1850 e Ostigliano ne divenne frazione.Nel 1860, in pieno Risorgimento, una novantina di peritesi si unì all'esercito di Garibaldi quando questo sbarcò a Sapri. Dal 1860 al 1927, durante il regno d'Italia, ha fatto parte del mandamento di Gioi, appartenente al circondario di Vallo della Lucania.",San Nicola,Medievale,1137.0,XII,,,,,,http://spod.databenc.it/ethersheet/images/7ced8c24-5b9c-419e-a368-13f579de0b48/b1d4f390-8d7d-4fb4-81ed-790ffa6cea57.jpg,Wikipedia,,,40.30128479003907,15.144932270050049
